time,Acre,Alagoas,Amapá,Amazonas,Bahia,Ceará,Distrito Federal,Espírito Santo,Goiás,Maranhão,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Paraná,Paraíba,Pará,Pernambuco,Piauí,Rio Grande do Norte,Rio Grande do Sul,Rio de Janeiro,Rondônia,Roraima,Santa Catarina,Sergipe,São Paulo,Tocantins
2010,12.615518112546187,12.201648571679522,9.974279956254833,20.406083167984708,11.944881577126338,18.060042537526584,15.966658438954944,23.25339890952819,14.972545904252335,12.965282646816819,7.415609429921768,19.618818301916136,22.153742528523345,14.505938336675928,10.889982754449278,34.086417379452385,21.85129471489046,17.537323220831514,16.946572020461875,18.05976893775789,14.862024787005826,21.20595629609313,17.05182057396233,19.076492231302236,21.640933397207558,14.8702936821872,19.832365751912885
2011,7.277056984861351,16.674443164086526,14.220225193756338,16.19208910381655,7.889720075399522,13.057741702823824,7.209930116297864,24.22443788577192,13.60550451437677,12.597599294298014,22.178074557222576,16.632953010002655,13.95556846624226,14.172410852490986,10.699219497166261,19.38236853482051,13.346878313106236,16.490136196942238,13.288625611041988,9.868325181014928,13.98436615016076,15.337311072283386,10.009850658593344,13.232838995161048,10.238174417143064,10.96602772511256,11.831111059093866
2012,13.280068884803217,9.454609251364005,18.297356595036277,2.1323429316945792,9.585499985873588,8.11400614976206,6.1670741460798135,10.261131029939904,14.395363581180401,16.006920129216404,15.20048086330042,12.478948695161,10.536251416049218,11.083416893773599,14.495653725388442,8.47946772476704,16.183035318154857,10.393914552366217,13.220044678441461,8.500304704942513,12.114070985000513,9.204106341773844,5.582744900235072,10.18354735446924,12.865445946087078,8.516952694477611,12.748183660378395
2013,13.178288456464218,7.596253514786569,14.667481457870132,14.96141734789235,12.198847219787117,12.43924528733048,7.193963369073364,0.36265630549154054,9.039021763277134,11.910601781193682,11.984114968638131,11.594305541492691,10.337745419599491,16.756850413543226,9.152979796885024,13.20867541237357,10.283074778518346,9.239252404654916,11.001952331162524,15.545106018849896,9.278568497214833,3.3497239704682933,16.848389547669722,11.844746327963305,7.557274286468638,10.019347153915191,15.046225590939658
2014,17.29806613775751,9.90400892600392,4.989216895760296,4.355637922919218,9.317171345487548,15.607532578340058,12.23678792134418,9.814110497669196,9.064856005619292,13.512377493441338,13.47517953089283,14.084510339341094,5.8665560169587065,4.378969819559697,14.143091860524262,2.771789846020593,9.913121515362224,20.585563812954604,4.8606405273356685,7.6810883907221,6.8209164048555255,9.34909028712803,8.139156394185818,13.072041361630074,6.046091369857346,8.334563672497314,10.054635407596765
2015,1.2193155682667074,13.159774959332513,3.4402927579743827,-0.11591274002163919,9.428717548235594,3.6296824122193776,9.208638197912935,-6.536382869516776,5.222019449127747,2.1263962476367753,6.108389707384399,5.234217908157293,0.5220773475095282,8.296450039007947,6.055194486569877,5.068477575681396,1.1737713797433702,3.780638364465521,5.975802638392862,6.756586723922991,-1.7789157987993398,7.4413103918070895,5.118809062530211,2.6906535963996148,2.893054819607118,4.397052279825231,10.465975008212316
2016,0.9648382175708051,6.689058783371723,3.4689548803275425,2.855088192678271,5.58891355251792,5.965460466849349,9.242111867880535,-9.223168373655081,4.680665394055086,8.708451657203604,15.32511135274794,10.603585794875952,4.906166693277495,6.59251802821022,5.277504907654516,5.5065212049503165,6.613863661748781,5.791236741975402,4.238402188738906,7.015038231067727,-2.8427611421149934,7.923309398516815,7.520639896591836,3.081354597418283,0.8323051892895963,5.095900707313445,9.175590387251894
2017,3.7712080056767947,6.837299538308445,7.9470246236003215,4.717452026106712,3.8591480827182703,6.862332033383499,3.898362165974792,3.784867833878554,5.60558934756482,4.961572048531967,2.393925503697537,4.901552943209541,5.793772119664926,4.898708846908642,5.5697609301690845,12.39968015063974,8.523987784256349,9.533790487693476,7.756046431589023,3.5422920618455764,4.872642603986602,10.27813254309217,9.910546735714485,7.990338824179279,4.717512506868379,4.022266392460818,7.989015987935469
2018,7.413902993083206,2.9554370207890033,8.48279811506437,7.3670419658406745,6.518005512643097,5.39630085231539,4.1250666995954255,20.829039790383657,1.9450148714783362,9.645379804421255,8.354196049761105,10.9679451420371,6.679720424293851,4.396589951925498,3.1681428540474594,3.9406707893282387,2.6113578716347003,11.049966316945278,4.142019729264744,8.038346025463031,12.991757389397138,3.212212239286718,10.452783292849087,7.558277161929933,3.209155765033976,4.234342630401271,4.567975167915968
2019,1.9495897332504606,8.36321847589237,4.176512977779911,8.063048329157645,2.4458406324792143,4.92066310752799,7.376466592983783,0.2375856585373579,6.638723195222871,-0.8551255956742739,3.4044513031172308,-0.024208850810451484,6.016965181684978,5.987698281153271,5.6117403416727,10.553098234478446,6.171870730106295,4.768643191614315,6.52119839159169,5.5041660970294295,2.77638779998626,4.847840465166546,6.897829676436508,8.395202126004046,6.357997067969544,6.232625648076782,10.345256177259001
2020,5.4149269319412765,7.188520929536189,5.557940455038821,7.245303155613396,4.11959085979473,2.0413891637826285,-2.838445840895744,0.8011374518418302,7.405681435001984,9.837713272428836,25.70153023710019,14.666171625274963,4.742249945236239,4.621487838436368,3.3918122702599356,21.055754592195594,-2.2976918796908286,6.840504551040687,0.33689073154128907,-2.38822518837497,-3.347002387144965,9.571622686602053,12.118818151992688,8.046417326512318,1.6115066714913664,1.2477326517732967,10.910327363281697
2021,29.727838788043798,20.668964829139497,8.82952711594465,13.370120564332058,15.490931752824855,16.75723769618243,7.935549967561462,34.59154453823494,20.30185661722449,16.89622168297003,30.64135026100596,15.963796338358257,25.602028740432097,12.71542892286849,10.212106016166793,21.75156585849548,14.229262450525864,13.542960776703383,12.020080796224406,23.430033293749826,25.931402334862348,12.735494313708164,13.593771662445144,22.702990228193126,14.2078586631914,14.388738334656678,18.627716118214778
