"Código","Unidade Territorial","Referência","Quantidade total de famílias com cadastro atualizado","Média geral de atualização de todo o cadastro","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, com cadastro atualizado","Quantidade de famílias de baixa renda** com cadastro atualizado","Quantidade de famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda) com cadastro atualizado","Quantidade de famílias com renda per capita mensal maior que meio salário-mínimo*** com cadastro atualizado","Quantidade de famílias com renda zero com cadastro atualizado","TAC - Taxa de atualização cadastral das famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda)"
"16","AMAPÁ","07/2019","116288","87,44","","","97924","","13152","87,32"
"17","TOCANTINS","07/2019","245264","83,19","","","186131","","12841","84,40"
"21","MARANHÃO","07/2019","1242469","81,31","","","1085348","","96787","81,38"
"22","PIAUÍ","07/2019","585282","83,82","","","507017","","81761","84,48"
"23","CEARÁ","07/2019","1547783","83,73","","","1316960","","141184","84,03"
"24","RIO GRANDE DO NORTE","07/2019","528503","83,58","","","442436","","65283","83,70"
"25","PARAÍBA","07/2019","689648","83,64","","","589357","","144445","84,02"
"26","PERNAMBUCO","07/2019","1678093","84,98","","","1425272","","217196","84,99"
"27","ALAGOAS","07/2019","550588","82,30","","","464457","","50774","82,37"
"28","SERGIPE","07/2019","403819","83,99","","","346009","","18790","84,36"
"29","BAHIA","07/2019","2606466","83,52","","","2194739","","337779","84,06"
"31","MINAS GERAIS","07/2019","2153081","82,66","","","1594820","","324621","82,83"
"32","ESPÍRITO SANTO","07/2019","384532","84,81","","","291707","","52709","84,57"
"33","RIO DE JANEIRO","07/2019","1449942","82,19","","","1147274","","306069","81,95"
"35","SÃO PAULO","07/2019","3348234","80,17","","","2390907","","485631","79,72"
"41","PARANÁ","07/2019","1066693","84,52","","","739690","","114808","85,32"
"42","SANTA CATARINA","07/2019","329042","81,22","","","217979","","41599","81,73"
"43","RIO GRANDE DO SUL","07/2019","813139","82,29","","","567295","","116954","82,26"
"50","MATO GROSSO DO SUL","07/2019","344040","82,57","","","223038","","33094","83,15"
"51","MATO GROSSO","07/2019","421924","83,05","","","276585","","22706","83,42"
"52","GOIÁS","07/2019","663282","80,21","","","484047","","30516","80,81"
"53","DISTRITO FEDERAL","07/2019","122227","75,32","","","100098","","14782","74,70"
"11","RONDÔNIA","08/2019","196939","79,28","","","132468","","4582","78,56"
"12","ACRE","08/2019","119543","87,33","","","106643","","31183","87,31"
"13","AMAZONAS","08/2019","568249","84,91","","","478388","","46175","84,63"
"14","RORAIMA","08/2019","82471","81,30","","","68625","","9822","82,45"
"15","PARÁ","08/2019","1339870","82,20","","","1155097","","64874","82,40"
"16","AMAPÁ","08/2019","118293","87,36","","","99167","","13351","87,24"
"17","TOCANTINS","08/2019","245848","82,68","","","186091","","13003","83,98"
"21","MARANHÃO","08/2019","1250551","81,10","","","1087557","","97571","81,20"
"22","PIAUÍ","08/2019","587536","83,45","","","507402","","82819","84,17"
"23","CEARÁ","08/2019","1551058","83,04","","","1314969","","143909","83,42"
"24","RIO GRANDE DO NORTE","08/2019","533074","83,25","","","443876","","66816","83,40"
"25","PARAÍBA","08/2019","694930","83,38","","","591554","","146571","83,85"
"26","PERNAMBUCO","08/2019","1685388","84,47","","","1426936","","220174","84,53"
"27","ALAGOAS","08/2019","555476","82,25","","","467402","","52015","82,40"
"28","SERGIPE","08/2019","406214","83,67","","","346976","","19199","84,06"
"29","BAHIA","08/2019","2617987","82,91","","","2196818","","342837","83,53"
"31","MINAS GERAIS","08/2019","2166837","82,14","","","1598298","","330142","82,39"
"32","ESPÍRITO SANTO","08/2019","388140","84,07","","","293028","","53742","83,82"
"33","RIO DE JANEIRO","08/2019","1468862","81,70","","","1159284","","314363","81,68"
"35","SÃO PAULO","08/2019","3381640","79,55","","","2401982","","495951","79,08"
"41","PARANÁ","08/2019","1074382","83,91","","","740631","","116229","84,71"
"42","SANTA CATARINA","08/2019","332531","80,50","","","218942","","42213","80,93"
"43","RIO GRANDE DO SUL","08/2019","818862","81,56","","","567388","","118169","81,48"
"50","MATO GROSSO DO SUL","08/2019","348384","82,22","","","224256","","34042","82,77"
"51","MATO GROSSO","08/2019","425151","82,29","","","277085","","22964","82,62"
"52","GOIÁS","08/2019","669517","79,63","","","484885","","31295","80,20"
"53","DISTRITO FEDERAL","08/2019","126314","75,24","","","102639","","16170","74,49"
"11","RONDÔNIA","09/2019","193195","82,09","","","129271","","4487","81,57"
"12","ACRE","09/2019","118224","88,53","","","105313","","31340","88,59"
"13","AMAZONAS","09/2019","560853","86,26","","","470972","","45725","86,01"
"14","RORAIMA","09/2019","80860","84,07","","","67260","","9939","85,23"
"15","PARÁ","09/2019","1322783","83,38","","","1137403","","65263","83,52"
"16","AMAPÁ","09/2019","117402","88,59","","","98028","","13280","88,44"
"17","TOCANTINS","09/2019","240888","84,72","","","182262","","12996","86,12"
"21","MARANHÃO","09/2019","1234874","82,33","","","1069126","","96289","82,30"
"22","PIAUÍ","09/2019","581158","84,69","","","500722","","82843","85,29"
"23","CEARÁ","09/2019","1525845","84,37","","","1290627","","145006","84,75"
"24","RIO GRANDE DO NORTE","09/2019","525426","84,72","","","436545","","67328","84,91"
"25","PARAÍBA","09/2019","688728","84,73","","","584634","","146845","85,16"
"26","PERNAMBUCO","09/2019","1664726","85,78","","","1406584","","220385","85,76"
"27","ALAGOAS","09/2019","546053","83,61","","","458877","","51919","83,79"
"28","SERGIPE","09/2019","401498","85,08","","","342865","","19262","85,40"
"29","BAHIA","09/2019","2582819","84,35","","","2162170","","343644","84,89"
"31","MINAS GERAIS","09/2019","2126926","84,37","","","1563536","","330721","84,89"
"32","ESPÍRITO SANTO","09/2019","380249","86,10","","","286252","","53920","86,11"
"33","RIO DE JANEIRO","09/2019","1443416","83,42","","","1135331","","315906","83,61"
"35","SÃO PAULO","09/2019","3304176","82,09","","","2336661","","494977","81,93"
"41","PARANÁ","09/2019","1051072","86,41","","","721329","","116100","87,63"
"42","SANTA CATARINA","09/2019","325509","83,57","","","212666","","41969","84,57"
"43","RIO GRANDE DO SUL","09/2019","797146","83,93","","","548557","","117260","84,19"
"50","MATO GROSSO DO SUL","09/2019","339076","84,64","","","217661","","34119","85,57"
"51","MATO GROSSO","09/2019","414763","84,37","","","268915","","22853","85,15"
"52","GOIÁS","09/2019","653761","81,78","","","470062","","31196","82,64"
"53","DISTRITO FEDERAL","09/2019","125225","78,78","","","100805","","16825","78,15"
"11","RONDÔNIA","10/2019","196497","81,64","","","131206","","4620","81,36"
"12","ACRE","10/2019","119483","88,20","","","106273","","32077","88,45"
"13","AMAZONAS","10/2019","568238","86,15","","","476524","","45940","86,06"
"14","RORAIMA","10/2019","82768","84,32","","","68834","","10535","85,62"
"15","PARÁ","10/2019","1342454","83,40","","","1152114","","66423","83,70"
"16","AMAPÁ","10/2019","119052","88,35","","","99159","","13352","88,24"
"17","TOCANTINS","10/2019","243026","84,34","","","183982","","13240","86,02"
"21","MARANHÃO","10/2019","1251858","82,59","","","1081155","","96870","82,72"
"22","PIAUÍ","10/2019","588272","84,63","","","505853","","84490","85,40"
"23","CEARÁ","10/2019","1538009","83,92","","","1302808","","148836","84,76"
"24","RIO GRANDE DO NORTE","10/2019","532007","84,71","","","441387","","69075","85,11"
"25","PARAÍBA","10/2019","696893","84,74","","","591107","","149381","85,41"
"26","PERNAMBUCO","10/2019","1685035","85,80","","","1422876","","224603","85,94"
"27","ALAGOAS","10/2019","550889","83,45","","","462670","","52900","83,84"
"28","SERGIPE","10/2019","405585","85,01","","","346282","","19642","85,52"
"29","BAHIA","10/2019","2612106","84,12","","","2185916","","350381","84,95"
"31","MINAS GERAIS","10/2019","2152819","83,87","","","1584585","","337837","84,78"
"32","ESPÍRITO SANTO","10/2019","387290","85,72","","","291088","","55695","85,96"
"33","RIO DE JANEIRO","10/2019","1465723","82,95","","","1153298","","326126","83,47"
"35","SÃO PAULO","10/2019","3348628","81,66","","","2363836","","507833","81,68"
"41","PARANÁ","10/2019","1062148","85,83","","","729034","","118733","87,32"
"42","SANTA CATARINA","10/2019","330961","83,04","","","216197","","43038","84,32"
"43","RIO GRANDE DO SUL","10/2019","806349","83,41","","","554123","","119897","83,90"
"50","MATO GROSSO DO SUL","10/2019","342916","84,28","","","219979","","34853","85,46"
"51","MATO GROSSO","10/2019","419496","83,87","","","271550","","23431","84,84"
"52","GOIÁS","10/2019","661869","81,30","","","475055","","31969","82,44"
"53","DISTRITO FEDERAL","10/2019","129208","78,60","","","103561","","17942","78,03"
"11","RONDÔNIA","11/2019","198944","81,40","","","132539","","4708","81,20"
"12","ACRE","11/2019","120027","87,68","","","106648","","32305","88,07"
"13","AMAZONAS","11/2019","572281","85,89","","","479463","","45303","85,94"
"14","RORAIMA","11/2019","83699","84,11","","","69644","","10856","85,51"
"15","PARÁ","11/2019","1352754","83,23","","","1160005","","67046","83,66"
"16","AMAPÁ","11/2019","119713","87,81","","","99677","","13339","87,88"
"17","TOCANTINS","11/2019","244222","83,92","","","184819","","13394","85,79"
"21","MARANHÃO","11/2019","1261451","82,57","","","1087839","","97369","82,84"
"22","PIAUÍ","11/2019","593157","84,57","","","509254","","85542","85,41"
"23","CEARÁ","11/2019","1545971","83,58","","","1310818","","150940","84,70"
"24","RIO GRANDE DO NORTE","11/2019","537004","84,62","","","444844","","70485","85,12"
"25","PARAÍBA","11/2019","701693","84,58","","","594865","","150795","85,42"
"26","PERNAMBUCO","11/2019","1695331","85,57","","","1431419","","226989","85,85"
"27","ALAGOAS","11/2019","552114","82,99","","","463727","","53166","83,56"
"28","SERGIPE","11/2019","408322","84,85","","","348534","","19870","85,49"
"29","BAHIA","11/2019","2624375","83,66","","","2197132","","353988","84,75"
"31","MINAS GERAIS","11/2019","2171117","83,51","","","1599701","","342946","84,66"
"32","ESPÍRITO SANTO","11/2019","391381","85,31","","","293794","","56726","85,66"
"33","RIO DE JANEIRO","11/2019","1482521","82,57","","","1165022","","333116","83,20"
"35","SÃO PAULO","11/2019","3376346","81,28","","","2383842","","516750","81,49"
"41","PARANÁ","11/2019","1071390","85,47","","","734485","","120494","87,07"
"42","SANTA CATARINA","11/2019","335054","82,71","","","218654","","43779","84,07"
"43","RIO GRANDE DO SUL","11/2019","811403","82,81","","","556995","","121554","83,43"
"50","MATO GROSSO DO SUL","11/2019","347960","84,16","","","223228","","35624","85,52"
"51","MATO GROSSO","11/2019","423315","83,55","","","273780","","23814","84,67"
"52","GOIÁS","11/2019","669629","81,21","","","480052","","32545","82,52"
"53","DISTRITO FEDERAL","11/2019","130786","78,10","","","104434","","18433","77,51"
"11","RONDÔNIA","12/2019","199983","80,60","","","133677","","4749","80,94"
"12","ACRE","12/2019","120106","86,88","","","106980","","32530","87,74"
"13","AMAZONAS","12/2019","572426","85,08","","","481611","","44953","85,71"
"14","RORAIMA","12/2019","84085","83,55","","","69995","","11021","85,08"
"15","PARÁ","12/2019","1358248","82,75","","","1167136","","67489","83,55"
"16","AMAPÁ","12/2019","119398","86,86","","","99916","","13348","87,58"
"17","TOCANTINS","12/2019","243941","83,02","","","185072","","13578","85,32"
"21","MARANHÃO","12/2019","1268649","82,37","","","1094823","","97794","82,95"
"22","PIAUÍ","12/2019","594396","84,00","","","510710","","86380","85,11"
"23","CEARÁ","12/2019","1547297","82,95","","","1314178","","152611","84,42"
"24","RIO GRANDE DO NORTE","12/2019","539596","84,20","","","447276","","71770","84,99"
"25","PARAÍBA","12/2019","702117","83,95","","","597432","","152031","85,27"
"26","PERNAMBUCO","12/2019","1697390","84,95","","","1437191","","229241","85,62"
"27","ALAGOAS","12/2019","549009","81,92","","","463777","","53449","83,13"
"28","SERGIPE","12/2019","409662","84,40","","","350249","","20163","85,34"
"29","BAHIA","12/2019","2621207","82,72","","","2204551","","357161","84,42"
"31","MINAS GERAIS","12/2019","2175380","82,65","","","1608341","","347439","84,28"
"32","ESPÍRITO SANTO","12/2019","391936","84,22","","","295082","","57487","85,05"
"33","RIO DE JANEIRO","12/2019","1490113","81,75","","","1173830","","339174","82,81"
"35","SÃO PAULO","12/2019","3383315","80,43","","","2394257","","523844","81,04"
"41","PARANÁ","12/2019","1072862","84,59","","","736337","","121771","86,51"
"42","SANTA CATARINA","12/2019","336093","81,70","","","219982","","44264","83,48"
"43","RIO GRANDE DO SUL","12/2019","810395","81,51","","","558097","","122832","82,68"
"50","MATO GROSSO DO SUL","12/2019","348884","83,18","","","224713","","36193","85,16"
"51","MATO GROSSO","12/2019","424708","82,80","","","275480","","24167","84,39"
"52","GOIÁS","12/2019","672138","80,27","","","482802","","33234","82,06"
"53","DISTRITO FEDERAL","12/2019","131513","77,31","","","104653","","18551","76,80"
"11","RONDÔNIA","01/2020","200527","80,05","","","137065","","4761","80,56"
"12","ACRE","01/2020","120266","86,33","","","107487","","32663","87,32"
"13","AMAZONAS","01/2020","570188","84,23","","","483322","","44891","85,20"
"14","RORAIMA","01/2020","84958","83,36","","","71297","","11111","84,95"
"15","PARÁ","01/2020","1357280","82,20","","","1173982","","67593","83,21"
"16","AMAPÁ","01/2020","118175","85,42","","","100211","","13269","86,73"
"17","TOCANTINS","01/2020","243466","82,40","","","187049","","13641","84,81"
"21","MARANHÃO","01/2020","1267681","81,90","","","1098288","","97719","82,62"
"22","PIAUÍ","01/2020","594194","83,54","","","512987","","86890","84,73"
"23","CEARÁ","01/2020","1545759","82,39","","","1320409","","152839","83,94"
"24","RIO GRANDE DO NORTE","01/2020","539516","83,69","","","450162","","72264","84,59"
"25","PARAÍBA","01/2020","700784","83,31","","","599685","","152142","84,84"
"26","PERNAMBUCO","01/2020","1687025","83,96","","","1441230","","229579","85,11"
"27","ALAGOAS","01/2020","545202","80,94","","","463505","","53355","82,50"
"28","SERGIPE","01/2020","408648","83,71","","","351818","","20240","84,83"
"29","BAHIA","01/2020","2616755","82,11","","","2211960","","358019","83,93"
"31","MINAS GERAIS","01/2020","2170062","81,88","","","1624289","","348744","83,63"
"32","ESPÍRITO SANTO","01/2020","390091","83,19","","","298121","","57641","84,21"
"33","RIO DE JANEIRO","01/2020","1489950","80,98","","","1183704","","340797","82,19"
"35","SÃO PAULO","01/2020","3379868","79,71","","","2432204","","526764","80,44"
"41","PARANÁ","01/2020","1072174","84,06","","","749550","","122316","85,98"
"42","SANTA CATARINA","01/2020","336471","81,25","","","224480","","44533","82,99"
"43","RIO GRANDE DO SUL","01/2020","807451","80,42","","","564668","","123150","81,84"
"50","MATO GROSSO DO SUL","01/2020","348584","82,47","","","229691","","36371","84,59"
"51","MATO GROSSO","01/2020","425648","82,40","","","282646","","24386","83,93"
"52","GOIÁS","01/2020","671972","79,51","","","489730","","33476","81,37"
"53","DISTRITO FEDERAL","01/2020","132034","76,77","","","105576","","18648","76,17"
"11","RONDÔNIA","02/2020","197667","81,62","","","135114","","","82,06"
"12","ACRE","02/2020","118982","87,16","","","106119","","","88,02"
"13","AMAZONAS","02/2020","560476","84,53","","","474508","","","85,38"
"14","RORAIMA","02/2020","84283","84,80","","","70909","","","86,19"
"15","PARÁ","02/2020","1340438","82,97","","","1159633","","","83,85"
"16","AMAPÁ","02/2020","116513","85,35","","","99006","","","86,99"
"17","TOCANTINS","02/2020","238371","83,65","","","183477","","","85,73"
"21","MARANHÃO","02/2020","1235199","82,59","","","1068655","","","83,10"
"22","PIAUÍ","02/2020","583823","83,97","","","505057","","","85,07"
"23","CEARÁ","02/2020","1518620","82,94","","","1296663","","","84,32"
"24","RIO GRANDE DO NORTE","02/2020","531390","84,55","","","443648","","","85,30"
"25","PARAÍBA","02/2020","691100","84,01","","","591809","","","85,37"
"26","PERNAMBUCO","02/2020","1660728","84,34","","","1420878","","","85,50"
"27","ALAGOAS","02/2020","534488","81,78","","","454468","","","83,27"
"28","SERGIPE","02/2020","402817","84,48","","","347603","","","85,41"
"29","BAHIA","02/2020","2579589","83,05","","","2180085","","","84,64"
"31","MINAS GERAIS","02/2020","2121491","82,91","","","1590283","","","84,49"
"32","ESPÍRITO SANTO","02/2020","383396","84,30","","","292637","","","85,19"
"33","RIO DE JANEIRO","02/2020","1462469","81,95","","","1161161","","","83,02"
"35","SÃO PAULO","02/2020","3280401","80,89","","","2366562","","","81,35"
"41","PARANÁ","02/2020","1048722","85,41","","","733341","","","87,08"
"42","SANTA CATARINA","02/2020","327127","83,05","","","218182","","","84,50"
"43","RIO GRANDE DO SUL","02/2020","781729","81,16","","","548661","","","82,68"
"50","MATO GROSSO DO SUL","02/2020","339692","83,54","","","224118","","","85,41"
"51","MATO GROSSO","02/2020","414949","83,94","","","275490","","","85,04"
"52","GOIÁS","02/2020","654965","80,32","","","475173","","","81,76"
"53","DISTRITO FEDERAL","02/2020","130080","78,85","","","103336","","","77,91"
"11","RONDÔNIA","03/2020","198713","80,73","","","135514","","","81,31"
"12","ACRE","03/2020","119092","86,46","","","106024","","","87,38"
"13","AMAZONAS","03/2020","558676","83,50","","","472610","","","84,42"
"14","RORAIMA","03/2020","84618","83,67","","","71373","","","85,31"
"15","PARÁ","03/2020","1337856","82,13","","","1156155","","","83,12"
"16","AMAPÁ","03/2020","116899","84,71","","","99498","","","86,65"
"17","TOCANTINS","03/2020","238144","82,75","","","183348","","","85,03"
"21","MARANHÃO","03/2020","1229349","81,68","","","1062252","","","82,30"
"22","PIAUÍ","03/2020","581277","82,96","","","502606","","","84,20"
"23","CEARÁ","03/2020","1514631","82,06","","","1293084","","","83,59"
"24","RIO GRANDE DO NORTE","03/2020","529146","83,49","","","442112","","","84,50"
"25","PARAÍBA","03/2020","689958","83,16","","","590680","","","84,68"
"26","PERNAMBUCO","03/2020","1655650","83,44","","","1417747","","","84,79"
"27","ALAGOAS","03/2020","532069","80,78","","","452370","","","82,42"
"28","SERGIPE","03/2020","401364","83,53","","","346426","","","84,62"
"29","BAHIA","03/2020","2576967","82,28","","","2176273","","","83,98"
"31","MINAS GERAIS","03/2020","2124829","82,08","","","1592493","","","83,79"
"32","ESPÍRITO SANTO","03/2020","384733","83,36","","","293102","","","84,42"
"33","RIO DE JANEIRO","03/2020","1465368","81,05","","","1160410","","","82,15"
"35","SÃO PAULO","03/2020","3286080","79,88","","","2367315","","","80,46"
"41","PARANÁ","03/2020","1053376","84,58","","","737003","","","86,53"
"42","SANTA CATARINA","03/2020","329667","82,05","","","219831","","","83,73"
"43","RIO GRANDE DO SUL","03/2020","783824","80,19","","","549387","","","81,87"
"50","MATO GROSSO DO SUL","03/2020","340073","82,35","","","224704","","","84,56"
"51","MATO GROSSO","03/2020","417029","83,06","","","276775","","","84,40"
"52","GOIÁS","03/2020","655624","79,23","","","474711","","","80,78"
"53","DISTRITO FEDERAL","03/2020","131425","78,45","","","104164","","","77,61"
"11","RONDÔNIA","04/2020","196563","79,42","","","134023","","","79,98"
"12","ACRE","04/2020","117564","85,19","","","104550","","","86,03"
"13","AMAZONAS","04/2020","548459","81,76","","","464048","","","82,71"
"14","RORAIMA","04/2020","83264","81,88","","","70268","","","83,57"
"15","PARÁ","04/2020","1320512","80,71","","","1140555","","","81,69"
"16","AMAPÁ","04/2020","114820","83,03","","","97793","","","84,99"
"17","TOCANTINS","04/2020","235477","81,51","","","181505","","","83,86"
"21","MARANHÃO","04/2020","1211938","80,36","","","1046742","","","80,98"
"22","PIAUÍ","04/2020","573214","81,58","","","495862","","","82,88"
"23","CEARÁ","04/2020","1491455","80,65","","","1272425","","","82,12"
"24","RIO GRANDE DO NORTE","04/2020","521947","81,97","","","437006","","","83,15"
"25","PARAÍBA","04/2020","681627","81,84","","","583343","","","83,34"
"26","PERNAMBUCO","04/2020","1635674","82,17","","","1400051","","","83,48"
"27","ALAGOAS","04/2020","523825","79,33","","","445154","","","80,94"
"28","SERGIPE","04/2020","394816","81,90","","","340999","","","83,06"
"29","BAHIA","04/2020","2549011","81,11","","","2151293","","","82,78"
"31","MINAS GERAIS","04/2020","2105522","80,92","","","1578779","","","82,64"
"32","ESPÍRITO SANTO","04/2020","379169","81,73","","","288936","","","82,85"
"33","RIO DE JANEIRO","04/2020","1446764","79,64","","","1143904","","","80,63"
"35","SÃO PAULO","04/2020","3254797","78,64","","","2343171","","","79,16"
"41","PARANÁ","04/2020","1044812","83,45","","","731882","","","85,46"
"42","SANTA CATARINA","04/2020","325407","80,64","","","217137","","","82,34"
"43","RIO GRANDE DO SUL","04/2020","776300","78,92","","","544680","","","80,64"
"50","MATO GROSSO DO SUL","04/2020","336345","81,03","","","222339","","","83,24"
"51","MATO GROSSO","04/2020","415590","82,09","","","276327","","","83,46"
"52","GOIÁS","04/2020","647575","77,97","","","468442","","","79,44"
"53","DISTRITO FEDERAL","04/2020","130739","77,93","","","103534","","","77,07"
"11","RONDÔNIA","05/2020","193387","77,58","","","132046","","","78,15"
"12","ACRE","05/2020","114985","83,21","","","102175","","","83,96"
"13","AMAZONAS","05/2020","533484","79,43","","","451509","","","80,38"
"14","RORAIMA","05/2020","81740","79,95","","","69012","","","81,65"
"15","PARÁ","05/2020","1287205","78,50","","","1112009","","","79,47"
"16","AMAPÁ","05/2020","111887","80,60","","","95321","","","82,49"
"17","TOCANTINS","05/2020","232494","79,87","","","179773","","","82,32"
"21","MARANHÃO","05/2020","1183293","78,34","","","1021606","","","78,92"
"22","PIAUÍ","05/2020","562289","79,71","","","487026","","","81,06"
"23","CEARÁ","05/2020","1454455","78,51","","","1240026","","","79,89"
"24","RIO GRANDE DO NORTE","05/2020","514629","80,15","","","432117","","","81,50"
"25","PARAÍBA","05/2020","671309","80,27","","","574721","","","81,76"
"26","PERNAMBUCO","05/2020","1608564","80,44","","","1376290","","","81,70"
"27","ALAGOAS","05/2020","509768","77,01","","","433280","","","78,58"
"28","SERGIPE","05/2020","386803","79,91","","","334434","","","81,15"
"29","BAHIA","05/2020","2505191","79,37","","","2113657","","","80,97"
"31","MINAS GERAIS","05/2020","2088866","79,50","","","1571657","","","81,32"
"32","ESPÍRITO SANTO","05/2020","375685","80,05","","","286320","","","81,11"
"33","RIO DE JANEIRO","05/2020","1422208","77,84","","","1123018","","","78,70"
"35","SÃO PAULO","05/2020","3213764","76,99","","","2316032","","","77,46"
"41","PARANÁ","05/2020","1037453","81,95","","","729440","","","83,98"
"42","SANTA CATARINA","05/2020","324284","79,30","","","217502","","","81,08"
"43","RIO GRANDE DO SUL","05/2020","770744","77,45","","","542112","","","79,14"
"50","MATO GROSSO DO SUL","05/2020","333669","79,37","","","221738","","","81,73"
"51","MATO GROSSO","05/2020","413280","80,61","","","276635","","","82,20"
"52","GOIÁS","05/2020","637631","76,31","","","461589","","","77,73"
"53","DISTRITO FEDERAL","05/2020","129594","77,25","","","102556","","","76,35"
"11","RONDÔNIA","06/2020","191401","76,22","","","130827","","","76,79"
"12","ACRE","06/2020","112475","81,37","","","99888","","","82,05"
"13","AMAZONAS","06/2020","522832","77,73","","","442183","","","78,62"
"14","RORAIMA","06/2020","80237","78,23","","","67861","","","80,01"
"15","PARÁ","06/2020","1260057","76,63","","","1087553","","","77,51"
"16","AMAPÁ","06/2020","109564","78,76","","","93217","","","80,49"
"17","TOCANTINS","06/2020","229116","78,42","","","177445","","","80,92"
"21","MARANHÃO","06/2020","1159753","76,60","","","1000200","","","77,09"
"22","PIAUÍ","06/2020","552627","78,00","","","478594","","","79,32"
"23","CEARÁ","06/2020","1424156","76,76","","","1213118","","","78,03"
"24","RIO GRANDE DO NORTE","06/2020","506464","78,50","","","425173","","","79,81"
"25","PARAÍBA","06/2020","660611","78,86","","","565164","","","80,28"
"26","PERNAMBUCO","06/2020","1585261","79,03","","","1354881","","","80,18"
"27","ALAGOAS","06/2020","497537","74,97","","","422576","","","76,44"
"28","SERGIPE","06/2020","380338","78,31","","","328666","","","79,49"
"29","BAHIA","06/2020","2462937","77,81","","","2076015","","","79,32"
"31","MINAS GERAIS","06/2020","2079077","78,42","","","1567134","","","80,26"
"32","ESPÍRITO SANTO","06/2020","375027","78,92","","","285742","","","79,92"
"33","RIO DE JANEIRO","06/2020","1403744","76,35","","","1106643","","","77,05"
"35","SÃO PAULO","06/2020","3187471","75,63","","","2302406","","","76,13"
"41","PARANÁ","06/2020","1040323","81,04","","","733505","","","83,04"
"42","SANTA CATARINA","06/2020","323822","78,22","","","217979","","","79,99"
"43","RIO GRANDE DO SUL","06/2020","770012","76,49","","","542209","","","78,11"
"50","MATO GROSSO DO SUL","06/2020","331475","77,87","","","221368","","","80,41"
"51","MATO GROSSO","06/2020","409415","79,17","","","275082","","","80,93"
"52","GOIÁS","06/2020","631642","75,15","","","456785","","","76,43"
"53","DISTRITO FEDERAL","06/2020","127522","75,89","","","100676","","","74,84"
"11","RONDÔNIA","07/2020","189469","74,88","","","129621","","","75,42"
"12","ACRE","07/2020","110116","79,60","","","97685","","","80,19"
"13","AMAZONAS","07/2020","516445","76,57","","","436277","","","77,36"
"14","RORAIMA","07/2020","78755","76,69","","","66743","","","78,60"
"15","PARÁ","07/2020","1241079","75,16","","","1069633","","","75,95"
"16","AMAPÁ","07/2020","108289","77,48","","","92035","","","79,09"
"17","TOCANTINS","07/2020","226889","77,33","","","176064","","","79,90"
"21","MARANHÃO","07/2020","1144902","75,37","","","986384","","","75,81"
"22","PIAUÍ","07/2020","546958","76,78","","","473514","","","78,05"
"23","CEARÁ","07/2020","1401744","75,38","","","1192950","","","76,57"
"24","RIO GRANDE DO NORTE","07/2020","500220","77,27","","","419456","","","78,47"
"25","PARAÍBA","07/2020","652850","77,77","","","558003","","","79,11"
"26","PERNAMBUCO","07/2020","1561887","77,65","","","1333135","","","78,68"
"27","ALAGOAS","07/2020","487670","73,31","","","413482","","","74,62"
"28","SERGIPE","07/2020","375739","77,11","","","324261","","","78,20"
"29","BAHIA","07/2020","2433682","76,70","","","2048896","","","78,09"
"31","MINAS GERAIS","07/2020","2063760","77,28","","","1556007","","","79,06"
"32","ESPÍRITO SANTO","07/2020","374725","78,01","","","285544","","","78,97"
"33","RIO DE JANEIRO","07/2020","1392608","75,12","","","1095585","","","75,64"
"35","SÃO PAULO","07/2020","3159514","74,20","","","2288618","","","74,80"
"41","PARANÁ","07/2020","1038746","80,08","","","733332","","","82,01"
"42","SANTA CATARINA","07/2020","321285","76,87","","","216811","","","78,62"
"43","RIO GRANDE DO SUL","07/2020","767202","75,52","","","540015","","","76,99"
"50","MATO GROSSO DO SUL","07/2020","328324","76,44","","","220071","","","79,14"
"51","MATO GROSSO","07/2020","403669","77,64","","","271952","","","79,53"
"52","GOIÁS","07/2020","623683","73,87","","","450409","","","75,00"
"53","DISTRITO FEDERAL","07/2020","124872","73,98","","","98176","","","72,69"
"11","RONDÔNIA","08/2020","186583","73,14","","","127710","","","73,70"
"12","ACRE","08/2020","107548","77,64","","","95421","","","78,23"
"13","AMAZONAS","08/2020","510583","75,30","","","430401","","","75,96"
"14","RORAIMA","08/2020","77889","75,43","","","65967","","","77,28"
"15","PARÁ","08/2020","1228612","73,99","","","1057521","","","74,71"
"16","AMAPÁ","08/2020","107882","76,80","","","91837","","","78,50"
"17","TOCANTINS","08/2020","225581","76,54","","","175271","","","79,19"
"21","MARANHÃO","08/2020","1131895","74,19","","","973250","","","74,57"
"22","PIAUÍ","08/2020","542787","75,75","","","469775","","","76,99"
"23","CEARÁ","08/2020","1377548","73,69","","","1171036","","","74,79"
"24","RIO GRANDE DO NORTE","08/2020","488936","75,17","","","409038","","","76,19"
"25","PARAÍBA","08/2020","637218","75,66","","","543361","","","76,80"
"26","PERNAMBUCO","08/2020","1538617","76,09","","","1310768","","","76,98"
"27","ALAGOAS","08/2020","476488","71,30","","","402813","","","72,38"
"28","SERGIPE","08/2020","365704","74,77","","","315084","","","75,72"
"29","BAHIA","08/2020","2377827","74,68","","","1997995","","","75,92"
"31","MINAS GERAIS","08/2020","2039213","75,73","","","1538726","","","77,50"
