"Código","Unidade Territorial","Referência","Quantidade total de famílias com cadastro atualizado","Média geral de atualização de todo o cadastro","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, com cadastro atualizado","Quantidade de famílias de baixa renda** com cadastro atualizado","Quantidade de famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda) com cadastro atualizado","Quantidade de famílias com renda per capita mensal maior que meio salário-mínimo*** com cadastro atualizado","Quantidade de famílias com renda zero com cadastro atualizado","TAC - Taxa de atualização cadastral das famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda)"
"32","ESPÍRITO SANTO","08/2020","375340","77,09","","","286192","","","78,07"
"33","RIO DE JANEIRO","08/2020","1373876","73,36","","","1078974","","","73,71"
"35","SÃO PAULO","08/2020","3114463","72,26","","","2262794","","","72,97"
"41","PARANÁ","08/2020","1032620","78,65","","","729830","","","80,58"
"42","SANTA CATARINA","08/2020","317137","75,12","","","214287","","","76,81"
"43","RIO GRANDE DO SUL","08/2020","759268","74,02","","","534167","","","75,33"
"50","MATO GROSSO DO SUL","08/2020","323145","74,63","","","217775","","","77,60"
"51","MATO GROSSO","08/2020","397347","75,61","","","268486","","","77,76"
"52","GOIÁS","08/2020","615549","72,48","","","443993","","","73,48"
"53","DISTRITO FEDERAL","08/2020","122329","71,92","","","95617","","","70,34"
"11","RONDÔNIA","09/2020","184413","71,63","","","126059","","","72,14"
"12","ACRE","09/2020","105152","75,71","","","93314","","","76,30"
"13","AMAZONAS","09/2020","503794","73,97","","","423851","","","74,50"
"14","RORAIMA","09/2020","77037","74,38","","","65144","","","76,10"
"15","PARÁ","09/2020","1206222","72,31","","","1036056","","","72,90"
"16","AMAPÁ","09/2020","107585","75,87","","","91776","","","77,67"
"17","TOCANTINS","09/2020","221465","74,83","","","172187","","","77,46"
"21","MARANHÃO","09/2020","1108185","72,39","","","951059","","","72,67"
"22","PIAUÍ","09/2020","535084","74,34","","","462991","","","75,55"
"23","CEARÁ","09/2020","1356139","72,17","","","1151855","","","73,20"
"24","RIO GRANDE DO NORTE","09/2020","478035","73,18","","","399449","","","74,12"
"25","PARAÍBA","09/2020","623926","73,80","","","531362","","","74,85"
"26","PERNAMBUCO","09/2020","1506304","74,16","","","1280375","","","74,88"
"27","ALAGOAS","09/2020","466038","69,47","","","392919","","","70,36"
"28","SERGIPE","09/2020","357153","72,70","","","307305","","","73,55"
"29","BAHIA","09/2020","2320886","72,67","","","1947006","","","73,77"
"31","MINAS GERAIS","09/2020","2007760","74,06","","","1515719","","","75,82"
"32","ESPÍRITO SANTO","09/2020","371914","75,61","","","283519","","","76,54"
"33","RIO DE JANEIRO","09/2020","1347436","71,34","","","1055495","","","71,49"
"35","SÃO PAULO","09/2020","3059090","70,36","","","2223463","","","71,04"
"41","PARANÁ","09/2020","1020851","77,15","","","722693","","","79,15"
"42","SANTA CATARINA","09/2020","312439","73,38","","","211523","","","75,09"
"43","RIO GRANDE DO SUL","09/2020","748772","72,45","","","526360","","","73,64"
"50","MATO GROSSO DO SUL","09/2020","318286","73,10","","","214452","","","75,97"
"51","MATO GROSSO","09/2020","392960","74,24","","","265452","","","76,36"
"52","GOIÁS","09/2020","604106","70,76","","","434846","","","71,58"
"53","DISTRITO FEDERAL","09/2020","119557","69,94","","","92983","","","68,08"
"11","RONDÔNIA","10/2020","182187","70,06","","","124249","","","70,47"
"12","ACRE","10/2020","103356","74,02","","","91727","","","74,63"
"13","AMAZONAS","10/2020","493068","72,00","","","413673","","","72,38"
"14","RORAIMA","10/2020","75851","72,90","","","63969","","","74,44"
"15","PARÁ","10/2020","1186248","70,69","","","1017249","","","71,24"
"16","AMAPÁ","10/2020","107898","74,79","","","92029","","","76,53"
"17","TOCANTINS","10/2020","218164","73,28","","","169692","","","75,90"
"21","MARANHÃO","10/2020","1094894","71,19","","","940172","","","71,56"
"22","PIAUÍ","10/2020","528114","72,98","","","456955","","","74,21"
"23","CEARÁ","10/2020","1338278","70,74","","","1136047","","","71,75"
"24","RIO GRANDE DO NORTE","10/2020","467952","71,25","","","390636","","","72,14"
"25","PARAÍBA","10/2020","611500","71,97","","","521021","","","73,05"
"26","PERNAMBUCO","10/2020","1473018","72,13","","","1250129","","","72,77"
"27","ALAGOAS","10/2020","457056","67,72","","","384445","","","68,46"
"28","SERGIPE","10/2020","351251","71,13","","","302098","","","71,97"
"29","BAHIA","10/2020","2265992","70,63","","","1899498","","","71,68"
"31","MINAS GERAIS","10/2020","1976113","72,31","","","1493552","","","74,12"
"32","ESPÍRITO SANTO","10/2020","368697","73,93","","","280617","","","74,81"
"33","RIO DE JANEIRO","10/2020","1313558","68,86","","","1026734","","","68,86"
"35","SÃO PAULO","10/2020","2996709","68,23","","","2177716","","","68,87"
"41","PARANÁ","10/2020","1009884","75,54","","","716384","","","77,66"
"42","SANTA CATARINA","10/2020","307763","71,46","","","208610","","","73,18"
"43","RIO GRANDE DO SUL","10/2020","738651","70,83","","","518436","","","71,87"
"50","MATO GROSSO DO SUL","10/2020","314242","71,60","","","212028","","","74,50"
"51","MATO GROSSO","10/2020","388569","72,76","","","262492","","","74,90"
"52","GOIÁS","10/2020","597860","69,33","","","429133","","","69,99"
"53","DISTRITO FEDERAL","10/2020","116481","67,73","","","90425","","","65,83"
"11","RONDÔNIA","11/2020","178140","71,79","","","121751","","","71,99"
"12","ACRE","11/2020","101166","74,17","","","89972","","","74,83"
"13","AMAZONAS","11/2020","478597","71,96","","","401926","","","72,23"
"14","RORAIMA","11/2020","73575","73,77","","","61990","","","74,94"
"15","PARÁ","11/2020","1157763","70,96","","","994143","","","71,38"
"16","AMAPÁ","11/2020","104705","74,48","","","89425","","","76,10"
"17","TOCANTINS","11/2020","212360","74,13","","","165980","","","76,50"
"21","MARANHÃO","11/2020","1060142","71,19","","","912396","","","71,48"
"22","PIAUÍ","11/2020","517400","73,22","","","448839","","","74,24"
"23","CEARÁ","11/2020","1311689","71,19","","","1115395","","","72,00"
"24","RIO GRANDE DO NORTE","11/2020","454926","71,08","","","380418","","","71,82"
"25","PARAÍBA","11/2020","591929","71,51","","","506881","","","72,60"
"26","PERNAMBUCO","11/2020","1433744","71,92","","","1219844","","","72,47"
"27","ALAGOAS","11/2020","443812","67,81","","","373197","","","68,26"
"28","SERGIPE","11/2020","343297","71,38","","","296054","","","72,01"
"29","BAHIA","11/2020","2198561","70,58","","","1848041","","","71,48"
"31","MINAS GERAIS","11/2020","1927558","73,13","","","1464455","","","74,91"
"32","ESPÍRITO SANTO","11/2020","362189","75,29","","","276390","","","76,09"
"33","RIO DE JANEIRO","11/2020","1271041","69,10","","","996501","","","68,96"
"35","SÃO PAULO","11/2020","2901402","69,59","","","2119290","","","70,21"
"41","PARANÁ","11/2020","984780","76,92","","","703663","","","79,19"
"42","SANTA CATARINA","11/2020","298772","73,24","","","203434","","","75,03"
"43","RIO GRANDE DO SUL","11/2020","717803","71,86","","","505549","","","72,87"
"50","MATO GROSSO DO SUL","11/2020","304155","72,70","","","206808","","","75,63"
"51","MATO GROSSO","11/2020","377281","73,93","","","256472","","","76,15"
"52","GOIÁS","11/2020","581307","70,68","","","418103","","","71,17"
"53","DISTRITO FEDERAL","11/2020","111590","69,33","","","86819","","","67,35"
"11","RONDÔNIA","12/2020","176717","70,62","","","121041","","","71,03"
"12","ACRE","12/2020","99582","72,68","","","88967","","","73,66"
"13","AMAZONAS","12/2020","470407","70,40","","","395803","","","70,84"
"14","RORAIMA","12/2020","72218","72,14","","","60877","","","73,35"
"15","PARÁ","12/2020","1143731","69,68","","","983984","","","70,28"
"16","AMAPÁ","12/2020","102812","72,80","","","88049","","","74,57"
"17","TOCANTINS","12/2020","210192","72,92","","","164875","","","75,53"
"21","MARANHÃO","12/2020","1036329","69,30","","","895298","","","69,89"
"22","PIAUÍ","12/2020","512281","72,14","","","446000","","","73,45"
"23","CEARÁ","12/2020","1300520","70,17","","","1110536","","","71,29"
"24","RIO GRANDE DO NORTE","12/2020","448475","69,71","","","375897","","","70,65"
"25","PARAÍBA","12/2020","578564","69,61","","","499254","","","71,23"
"26","PERNAMBUCO","12/2020","1402015","70,02","","","1200821","","","71,04"
"27","ALAGOAS","12/2020","434703","66,15","","","367422","","","66,94"
"28","SERGIPE","12/2020","337024","69,75","","","292279","","","70,80"
"29","BAHIA","12/2020","2157612","69,00","","","1820906","","","70,18"
"31","MINAS GERAIS","12/2020","1909338","71,81","","","1461445","","","74,09"
"32","ESPÍRITO SANTO","12/2020","361710","74,38","","","276483","","","75,34"
"33","RIO DE JANEIRO","12/2020","1249509","67,37","","","985513","","","67,63"
"35","SÃO PAULO","12/2020","2874463","68,28","","","2108836","","","69,21"
"41","PARANÁ","12/2020","972868","75,34","","","699357","","","78,06"
"42","SANTA CATARINA","12/2020","296315","71,87","","","202731","","","73,98"
"43","RIO GRANDE DO SUL","12/2020","709788","70,55","","","501812","","","71,78"
"50","MATO GROSSO DO SUL","12/2020","302015","71,46","","","206103","","","74,67"
"51","MATO GROSSO","12/2020","376734","73,09","","","256938","","","75,63"
"52","GOIÁS","12/2020","574575","69,33","","","415167","","","70,14"
"53","DISTRITO FEDERAL","12/2020","106365","65,83","","","84135","","","65,00"
"11","RONDÔNIA","01/2021","174410","69,22","","","121888","","","70,26"
"12","ACRE","01/2021","97635","70,99","","","87984","","","72,36"
"13","AMAZONAS","01/2021","458969","68,44","","","390762","","","69,47"
"14","RORAIMA","01/2021","70388","70,11","","","59762","","","71,51"
"15","PARÁ","01/2021","1124117","68,18","","","975169","","","69,13"
"16","AMAPÁ","01/2021","100574","70,78","","","87225","","","73,18"
"17","TOCANTINS","01/2021","206674","71,31","","","164415","","","74,35"
"21","MARANHÃO","01/2021","1004963","66,99","","","877447","","","68,13"
"22","PIAUÍ","01/2021","505285","70,87","","","444217","","","72,60"
"23","CEARÁ","01/2021","1287137","69,04","","","1113401","","","70,69"
"24","RIO GRANDE DO NORTE","01/2021","442581","68,42","","","375252","","","69,79"
"25","PARAÍBA","01/2021","567483","67,90","","","496307","","","70,18"
"26","PERNAMBUCO","01/2021","1369548","68,05","","","1188967","","","69,74"
"27","ALAGOAS","01/2021","426305","64,58","","","365134","","","66,08"
"28","SERGIPE","01/2021","329768","67,85","","","290448","","","69,71"
"29","BAHIA","01/2021","2104089","67,05","","","1794676","","","68,69"
"31","MINAS GERAIS","01/2021","1877827","70,06","","","1465751","","","72,99"
"32","ESPÍRITO SANTO","01/2021","359279","73,20","","","279516","","","74,49"
"33","RIO DE JANEIRO","01/2021","1223756","65,50","","","982638","","","66,51"
"35","SÃO PAULO","01/2021","2829237","66,63","","","2121246","","","68,12"
"41","PARANÁ","01/2021","963152","74,07","","","706876","","","77,17"
"42","SANTA CATARINA","01/2021","294264","70,83","","","205566","","","73,22"
"43","RIO GRANDE DO SUL","01/2021","698541","68,89","","","503865","","","70,68"
"50","MATO GROSSO DO SUL","01/2021","298997","70,26","","","208354","","","73,85"
"51","MATO GROSSO","01/2021","376820","72,42","","","261520","","","75,25"
"52","GOIÁS","01/2021","564858","67,70","","","415463","","","69,06"
"53","DISTRITO FEDERAL","01/2021","102811","63,19","","","83247","","","63,46"
"11","RONDÔNIA","02/2021","170587","67,34","","","119559","","","68,51"
"12","ACRE","02/2021","96316","69,71","","","86845","","","71,09"
"13","AMAZONAS","02/2021","446334","66,44","","","380592","","","67,55"
"14","RORAIMA","02/2021","68238","67,69","","","57885","","","69,00"
"15","PARÁ","02/2021","1115313","67,21","","","969150","","","68,28"
"16","AMAPÁ","02/2021","100888","69,89","","","86994","","","72,24"
"17","TOCANTINS","02/2021","205039","70,02","","","163466","","","73,16"
"21","MARANHÃO","02/2021","993901","65,88","","","870092","","","67,20"
"22","PIAUÍ","02/2021","502691","69,97","","","443215","","","71,88"
"23","CEARÁ","02/2021","1290260","68,55","","","1119550","","","70,41"
"24","RIO GRANDE DO NORTE","02/2021","442474","67,79","","","376094","","","69,33"
"25","PARAÍBA","02/2021","569649","67,45","","","500070","","","69,97"
"26","PERNAMBUCO","02/2021","1367271","67,33","","","1189643","","","69,15"
"27","ALAGOAS","02/2021","431158","64,70","","","370564","","","66,41"
"28","SERGIPE","02/2021","332098","67,61","","","293238","","","69,63"
"29","BAHIA","02/2021","2088501","65,98","","","1786789","","","67,80"
"31","MINAS GERAIS","02/2021","1876680","69,21","","","1469493","","","72,27"
"32","ESPÍRITO SANTO","02/2021","359474","72,35","","","279979","","","73,69"
"33","RIO DE JANEIRO","02/2021","1220014","64,62","","","982681","","","65,77"
"35","SÃO PAULO","02/2021","2811045","65,49","","","2116362","","","67,15"
"41","PARANÁ","02/2021","963654","73,22","","","708944","","","76,45"
"42","SANTA CATARINA","02/2021","294503","69,94","","","206624","","","72,50"
"43","RIO GRANDE DO SUL","02/2021","698258","68,10","","","505567","","","70,08"
"50","MATO GROSSO DO SUL","02/2021","298433","69,24","","","208577","","","72,96"
"51","MATO GROSSO","02/2021","377969","71,62","","","263368","","","74,63"
"52","GOIÁS","02/2021","559292","66,28","","","412827","","","67,78"
"53","DISTRITO FEDERAL","02/2021","103325","62,60","","","84088","","","63,08"
"11","RONDÔNIA","03/2021","169716","66,41","","","119336","","","67,73"
"12","ACRE","03/2021","95585","68,81","","","86197","","","70,17"
"13","AMAZONAS","03/2021","434844","64,55","","","370470","","","65,57"
"14","RORAIMA","03/2021","66575","65,75","","","56443","","","67,01"
"15","PARÁ","03/2021","1116306","66,79","","","971143","","","67,94"
"16","AMAPÁ","03/2021","100018","68,78","","","86164","","","71,04"
"17","TOCANTINS","03/2021","202941","68,75","","","161794","","","71,85"
"21","MARANHÃO","03/2021","995381","65,55","","","873306","","","67,01"
"22","PIAUÍ","03/2021","502690","69,48","","","443632","","","71,47"
"23","CEARÁ","03/2021","1278025","67,53","","","1109227","","","69,39"
"24","RIO GRANDE DO NORTE","03/2021","442000","67,27","","","376235","","","68,91"
"25","PARAÍBA","03/2021","572446","67,18","","","502714","","","69,74"
"26","PERNAMBUCO","03/2021","1374934","67,12","","","1197488","","","69,00"
"27","ALAGOAS","03/2021","437563","65,12","","","377025","","","66,98"
"28","SERGIPE","03/2021","336407","67,83","","","297456","","","69,94"
"29","BAHIA","03/2021","2073277","65,06","","","1775475","","","66,92"
"31","MINAS GERAIS","03/2021","1879013","68,58","","","1473357","","","71,65"
"32","ESPÍRITO SANTO","03/2021","359809","71,59","","","280492","","","72,96"
"33","RIO DE JANEIRO","03/2021","1227234","64,32","","","990214","","","65,52"
"35","SÃO PAULO","03/2021","2803479","64,65","","","2115602","","","66,39"
"41","PARANÁ","03/2021","957760","72,15","","","705278","","","75,39"
"42","SANTA CATARINA","03/2021","293789","68,86","","","206831","","","71,50"
"43","RIO GRANDE DO SUL","03/2021","696149","67,27","","","505486","","","69,34"
"50","MATO GROSSO DO SUL","03/2021","298760","68,50","","","209123","","","72,24"
"51","MATO GROSSO","03/2021","376359","70,45","","","262732","","","73,47"
"52","GOIÁS","03/2021","556688","65,29","","","411012","","","66,74"
"53","DISTRITO FEDERAL","03/2021","104239","62,16","","","85040","","","62,68"
"11","RONDÔNIA","04/2021","165245","64,11","","","116299","","","65,39"
"12","ACRE","04/2021","93665","66,87","","","84491","","","68,21"
"13","AMAZONAS","04/2021","417234","61,61","","","354969","","","62,49"
"14","RORAIMA","04/2021","63618","62,51","","","53785","","","63,53"
"15","PARÁ","04/2021","1088816","64,73","","","945913","","","65,75"
"16","AMAPÁ","04/2021","95112","64,82","","","81629","","","66,68"
"17","TOCANTINS","04/2021","199375","66,86","","","159158","","","69,96"
"21","MARANHÃO","04/2021","975629","63,88","","","856389","","","65,35"
"22","PIAUÍ","04/2021","492124","67,58","","","434588","","","69,57"
"23","CEARÁ","04/2021","1235190","65,05","","","1071888","","","66,83"
"24","RIO GRANDE DO NORTE","04/2021","430666","65,06","","","366419","","","66,64"
"25","PARAÍBA","04/2021","557612","64,95","","","489634","","","67,43"
"26","PERNAMBUCO","04/2021","1345508","65,16","","","1172458","","","67,01"
"27","ALAGOAS","04/2021","436318","64,30","","","376185","","","66,14"
"28","SERGIPE","04/2021","331001","66,18","","","292852","","","68,30"
"29","BAHIA","04/2021","2020941","62,89","","","1729708","","","64,66"
"31","MINAS GERAIS","04/2021","1839072","66,52","","","1444047","","","69,54"
"32","ESPÍRITO SANTO","04/2021","355203","69,89","","","277038","","","71,24"
"33","RIO DE JANEIRO","04/2021","1211933","62,72","","","979315","","","63,90"
"35","SÃO PAULO","04/2021","2730814","62,50","","","2065741","","","64,27"
"41","PARANÁ","04/2021","945840","70,39","","","698329","","","73,70"
"42","SANTA CATARINA","04/2021","291221","67,13","","","206113","","","69,95"
"43","RIO GRANDE DO SUL","04/2021","688972","65,73","","","502751","","","67,96"
"50","MATO GROSSO DO SUL","04/2021","292691","66,30","","","205271","","","69,99"
"51","MATO GROSSO","04/2021","369889","68,54","","","258642","","","71,53"
"52","GOIÁS","04/2021","547101","63,44","","","404593","","","64,89"
"53","DISTRITO FEDERAL","04/2021","104264","61,01","","","85361","","","61,58"
"11","RONDÔNIA","05/2021","162570","62,61","","","114396","","","63,86"
"12","ACRE","05/2021","92495","65,60","","","83366","","","66,86"
"13","AMAZONAS","05/2021","410819","60,30","","","349472","","","61,17"
"14","RORAIMA","05/2021","61473","60,13","","","51893","","","61,04"
"15","PARÁ","05/2021","1075074","63,51","","","932890","","","64,46"
