time,Acre,Alagoas,Amapá,Amazonas,Bahia,Ceará,Distrito Federal,Espírito Santo,Goiás,Maranhão,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Paraná,Paraíba,Pará,Pernambuco,Piauí,Rio Grande do Norte,Rio Grande do Sul,Rio de Janeiro,Rondônia,Roraima,Santa Catarina,Sergipe,São Paulo,Tocantins,Acre_taxa_evolucao,Alagoas_taxa_evolucao,Amapá_taxa_evolucao,Amazonas_taxa_evolucao,Bahia_taxa_evolucao,Ceará_taxa_evolucao,Distrito Federal_taxa_evolucao,Espírito Santo_taxa_evolucao,Goiás_taxa_evolucao,Maranhão_taxa_evolucao,Mato Grosso_taxa_evolucao,Mato Grosso do Sul_taxa_evolucao,Minas Gerais_taxa_evolucao,Paraná_taxa_evolucao,Paraíba_taxa_evolucao,Pará_taxa_evolucao,Pernambuco_taxa_evolucao,Piauí_taxa_evolucao,Rio Grande do Norte_taxa_evolucao,Rio Grande do Sul_taxa_evolucao,Rio de Janeiro_taxa_evolucao,Rondônia_taxa_evolucao,Roraima_taxa_evolucao,Santa Catarina_taxa_evolucao,Sergipe_taxa_evolucao,São Paulo_taxa_evolucao,Tocantins_taxa_evolucao
1999,1866542.316,6935079.503,2128307.033,13933920.08,41883129.02,20733661.55,48619189.39,19842972.61,22191345.55,10308256.16,12364904.96,10172207.95,89789781.72,63389042.27,8397432.445,16503978.55,24878853.99,5381138.667,8117166.748,74015781.63,127218907.8,5399619.044,1569596.587,37151230.05,5942400.086,383249570.9,3015695.225,10.164123606628005,3.875575583262546,4.414634592416052,5.571918635951167,10.690283710139353,7.875734033213087,2.8181212190368834,7.875808883008466,5.072022601279808,9.890109850279844,17.014656735457535,9.705686190091425,6.988774857609294,11.012669172974473,9.815312898207377,9.359755560166747,6.910113219213468,8.700600162928772,10.88428451675731,9.372490222286853,11.421832483099,12.522139201390559,16.52275554166775,9.853202026877089,6.162796444070904,8.54311951423079,8.23859633525383
2000,2154284.485,7768753.702,2357035.636,16749755.08,46523212.32,22607131.41,46474890.26,23248586.26,26249030.74,11908911.65,14870532.68,11320383.16,100612292.9,69130749.09,9337554.266,19050189.09,26959112.38,6062725.667,9119808.497,81814713.67,139754794.7,5946137.705,1776655.569,43311914.37,6539803.215,424161313.5,3671728.026,15.415785998178237,12.02111956523882,10.746973977602796,20.208491105397528,11.078645288856684,9.035885222116011,-4.410396711470147,17.162819890623243,18.284989438146066,15.527897882584247,20.26402732657962,11.287374537009942,12.053165708486597,9.057885423704162,11.19534842533646,15.427858999489544,8.36155230798073,12.666222563262556,12.352114723367512,10.536850207144138,9.853792267818848,10.121429985089154,13.19185985207547,16.582719634608708,10.053229677474121,10.674961097523312,21.753948991977463
2001,2475169.496,8488146.132,2801925.026,18050376.83,51095879.58,24532751.18,51523398.38,24333663.3,29914136.3,13419658.02,16309976.23,13151446.2,111315303.9,76413389.96,10848553.1,22321475.27,30245003.46,6472664.103,10343403.58,92310147.15,152099027.8,6548811.407,2033141.428,48748284.57,8018927.573,463478076.1,4843263.94,14.895201317851944,9.260075136824048,18.874953912661173,7.765019510959907,9.828786603444064,8.517753690537775,10.862872600142865,4.667281820344112,13.962822461154245,12.685847493041056,9.679838516719503,16.174921061594166,10.637876040294476,10.534589840070819,16.181955048998894,17.171935483397345,12.188424580468334,6.761619418660721,13.416894481967548,12.82829580304269,8.832779674213228,10.135549021900756,14.43644246387974,12.551673780934294,22.617260938485288,9.26929480568954,31.90693607217629
2002,2971301.0,11536853.0,3173343.0,22093338.0,58842976.0,28718840.0,53902200.0,27048997.0,38629365.0,15924003.0,19190653.0,16440424.0,124071066.0,88235715.0,12747021.0,26482159.0,36056032.0,7122635.0,13566803.0,98847211.0,184310915.0,7467630.0,2392033.0,54481893.0,10332494.0,518878815.0,5322563.0,20.044344631823154,35.91722881049948,13.255814147541004,22.39820923450495,15.161880925976618,17.06326693360284,4.616934625421338,11.158754300672841,29.13414785771368,18.66176452684299,17.66205376008693,25.00848765970697,11.45912705000484,15.47153587373708,17.499733674161586,18.639824114098534,19.213185237969217,10.041783207918149,31.163817548729934,7.081630841057536,21.178233461397568,14.030310783081623,17.652071177017987,11.761661934517585,28.85131965513514,11.95325987502518,9.89619946254673
2003,3377234.0,12624030.0,3413195.0,25862134.0,67174227.0,32687418.0,58456124.0,31519106.0,45557889.0,19502900.0,26697097.0,21846566.0,144189094.0,110039414.0,14737920.0,30270152.0,38815845.0,8414901.0,14865441.0,119325399.0,202640789.0,9425010.0,2594081.0,64098475.0,11749574.0,591454032.0,6612339.0,13.661793268335993,9.42351436739291,7.55833832018789,17.058517821073487,14.158446031009717,13.818726661661824,8.448493753501712,16.52596952116191,17.935899282838328,22.474857609609845,39.115104629321365,32.88322734255515,16.214923147351694,24.71074099643211,15.618543344362577,14.303943269882188,7.6542338324971535,18.143088898981908,9.572174078152385,20.717011428880884,9.945083284948154,26.21152895898699,8.446706211829017,17.650968919159986,13.714791414347784,13.98693006959631,24.232235485047333
2004,3784003.0,14044907.0,3824740.0,31090696.0,77931725.0,36890816.0,67076505.0,39732638.0,51103815.0,22127132.0,33388670.0,23372308.0,171870934.0,123451530.0,15757832.0,37272726.0,44982684.0,9406461.0,17252398.0,131192206.0,241206738.0,11004641.0,2822757.0,73618966.0,13336258.0,652955558.0,7251580.0,12.044442286202258,11.255336053542333,12.057471079150181,20.217055560844283,16.014323469624742,12.8593760449357,14.746754334926482,26.058899005574588,12.17336035916853,13.455598910931194,25.064796370931262,6.983898522083516,19.198289712535402,12.188465489283686,6.920325256209832,23.133593779112836,15.887426900019824,11.783382834806968,16.05708838372168,9.944912901569262,19.031681227810456,16.759992827593816,8.815299136765582,14.85291342734753,13.504183215493601,10.398361102050954,9.667396060607297
2005,4300581.0,15484521.0,4306410.0,33980877.0,88291883.0,41059459.0,75732681.0,47020588.0,53865113.0,25104209.0,34257055.0,23725258.0,188364436.0,127464507.0,17557226.0,40522893.0,50240325.0,10711834.0,19966918.0,136362769.0,269830061.0,12511821.0,3193430.0,81549244.0,14430118.0,743042944.0,7707340.0,13.65162765462924,10.250078551605931,12.593535769751668,9.29596751388261,13.293890260994479,11.29994793284052,12.904929975108272,18.342477033616543,5.403310887846632,13.45441876516125,2.6008373499154054,1.5101204382553917,9.596446365969012,3.25064987043903,11.41904546259917,8.719960541657189,11.688144264579677,13.87740830478115,15.734160549739231,3.9412120259644086,11.866717836049837,13.695857956656651,13.131594395125049,10.772058385063437,8.202150858209253,13.796863338745025,6.284975136453021
2006,4661807.0,17395671.0,5280822.0,39933213.0,95347802.0,46500321.0,84661406.0,53463868.0,61375403.0,29710643.0,30700165.0,26667894.0,212659547.0,137648311.0,20838016.0,45983027.0,55485293.0,13360478.0,22890124.0,147622599.0,299738183.0,13054713.0,3802452.0,91063449.0,16419798.0,824529299.0,8655613.0,8.399469746064543,12.342325603743248,22.627014148676043,17.516722714366672,7.991582872912565,13.251178005048727,11.789791252735395,13.703103840385833,13.942772198398618,18.349249721431175,-10.38294155758573,12.402967335486931,12.897928885047069,7.989521349656968,18.686266270081617,13.474195931667563,10.439757306506278,24.726335378236815,14.640246431622547,8.257261188352667,11.084058569738083,4.339032663590696,19.071092837481952,11.666821828538348,13.788383435256732,10.966574093461817,12.303505489572277
2007,5458172.0,19871266.0,6012523.0,43479773.0,109329528.0,50818749.0,93404001.0,60658395.0,71410568.0,30730866.0,38027578.0,30084765.0,240355239.0,165208891.0,22909811.0,51846876.0,62459325.0,13736085.0,26318259.0,168009752.0,323698286.0,14438376.0,4203302.0,103728092.0,18218450.0,935653180.0,10192844.0,17.082753533125675,14.23109807031876,13.855816386161093,8.88122876563927,14.66392062189331,9.286877826069201,10.326541234148651,13.456802265036266,16.350466977789132,3.433863750441214,23.867666509284234,12.812676546561944,13.02348866566522,20.02246144524069,9.942381270846514,12.75220311181341,12.56915413603385,2.8113290557418678,14.976480686605282,13.810319787148579,7.993677268671506,10.598953803120759,10.541881922506846,13.907493224861273,10.954166427625967,13.477250733815344,17.7599321965989
2008,6410255.0,22262295.0,6950413.0,48115265.0,121667455.0,60415574.0,110299557.0,72091158.0,82417564.0,37932402.0,49202505.0,36219263.0,278607619.0,185683859.0,26889573.0,60956978.0,70413939.0,16203340.0,28898860.0,190229822.0,378285800.0,17285542.0,4841862.0,121477258.0,21418378.0,1042510168.0,12116393.0,17.443257559490615,12.032595205559625,15.59894240737208,10.66126081201022,11.285082105174734,18.884418032407684,18.088685515730745,18.847783559060538,15.413679387062151,23.43421106323525,29.38637585596432,20.390712707910467,15.914934976724183,12.393381419163452,17.37143095593412,17.5711686081144,12.73567077454007,17.961850119593755,9.80536364506482,13.225464436135825,16.86370189800758,19.71943381998086,15.19186582358346,17.111243114353243,17.564216494817067,11.420576585866998,18.87156322612217
2009,7407821.0,24182388.0,7490656.0,50559840.0,137942481.0,67199958.0,124323753.0,69215361.0,92865743.0,40994571.0,52693417.0,39517742.0,287443848.0,196675612.0,30230406.0,61665096.0,79760958.0,18946449.0,30941054.0,204344940.0,391650854.0,19725010.0,5671975.0,129098535.0,21707243.0,1127093826.0,13689804.0,15.562033023647265,8.624865495673289,7.7728186799834775,5.08066410940478,13.376647025287083,11.229528333207593,12.714643994445055,-3.989111951842971,12.677126686248577,8.07269995715009,7.094988354759579,9.106974374381942,3.1715676088527935,5.91960607626105,12.424269437078825,1.1616684803501907,13.274387334019192,16.929281246952787,7.066693980316178,7.420034278326771,3.533057281029317,14.112765454505274,17.14449936821826,6.273830283525168,1.3486782239065909,8.113461201272427,12.985803613336081
2010,8342356.0,27133038.0,8237795.0,60877123.0,154419547.0,79336299.0,144174102.0,85310285.0,106770109.0,46309633.0,56600955.0,47270656.0,351123418.0,225205255.0,33522492.0,82684518.0,97189760.0,22269149.0,36184502.0,241249164.0,449858101.0,23907887.0,6639150.0,153726007.0,26404893.0,1294695988.0,16404816.0,12.615518112546187,12.201648571679522,9.974279956254833,20.406083167984708,11.944881577126338,18.060042537526584,15.966658438954944,23.25339890952819,14.972545904252335,12.965282646816819,7.415609429921768,19.618818301916136,22.153742528523345,14.505938336675928,10.889982754449278,34.086417379452385,21.85129471489046,17.537323220831514,16.946572020461875,18.05976893775789,14.862024787005826,21.20595629609313,17.05182057396233,19.076492231302236,21.640933397207558,14.8702936821872,19.832365751912885
2011,8949434.0,31657321.0,9409228.0,70734401.0,166602817.0,89695828.0,154568954.0,105976222.0,121296721.0,52143535.0,69153957.0,55133162.0,400124687.0,257122269.0,37109137.0,98710736.0,110161559.0,25941362.0,40992925.0,265056416.0,512767905.0,27574714.0,7303719.0,174068322.0,29108272.0,1436672709.0,18345688.0,7.277056984861351,16.674443164086526,14.220225193756338,16.19208910381655,7.889720075399522,13.057741702823824,7.209930116297864,24.22443788577192,13.60550451437677,12.597599294298014,22.178074557222576,16.632953010002655,13.95556846624226,14.172410852490986,10.699219497166261,19.38236853482051,13.346878313106236,16.490136196942238,13.288625611041988,9.868325181014928,13.98436615016076,15.337311072283386,10.009850658593344,13.232838995161048,10.238174417143064,10.96602772511256,11.831111059093866
2012,10137925.0,34650397.0,11130868.0,72242701.0,182572530.0,96973753.0,164101336.0,116850581.0,138757825.0,60490109.0,79665691.0,62013201.0,442282830.0,285620202.0,42488349.0,107080881.0,127989043.0,28637685.0,46412208.0,287587019.0,574884973.0,30112720.0,7711467.0,191794652.0,32853181.0,1559033444.0,20684430.0,13.280068884803217,9.454609251364005,18.297356595036277,2.1323429316945792,9.585499985873588,8.11400614976206,6.1670741460798135,10.261131029939904,14.395363581180401,16.006920129216404,15.20048086330042,12.478948695161,10.536251416049218,11.083416893773599,14.495653725388442,8.47946772476704,16.183035318154857,10.393914552366217,13.220044678441461,8.500304704942513,12.114070985000513,9.204106341773844,5.582744900235072,10.18354735446924,12.865445946087078,8.516952694477611,12.748183660378395
2013,11473930.0,37282529.0,12763486.0,83051233.0,204844274.0,109036556.0,175906726.0,117274347.0,151300175.0,67694845.0,89212919.0,69203201.0,488004903.0,333481152.0,46377299.0,121224847.0,141150252.0,31283593.0,51518457.0,332292726.0,628226069.0,31121413.0,9010725.0,214512242.0,35335986.0,1715238417.0,23796656.0,13.178288456464218,7.596253514786569,14.667481457870132,14.96141734789235,12.198847219787117,12.43924528733048,7.193963369073364,0.36265630549154054,9.039021763277134,11.910601781193682,11.984114968638131,11.594305541492691,10.337745419599491,16.756850413543226,9.152979796885024,13.20867541237357,10.283074778518346,9.239252404654916,11.001952331162524,15.545106018849896,9.278568497214833,3.3497239704682933,16.848389547669722,11.844746327963305,7.557274286468638,10.019347153915191,15.046225590939658
2014,13458698.0,40974994.0,13400284.0,86668644.0,223929966.0,126054472.0,197432059.0,128783781.0,165015318.0,76842028.0,101234520.0,78950133.0,516633984.0,348084191.0,52936483.0,124584945.0,155142648.0,37723497.0,54022584.0,357816424.0,671076844.0,34030982.0,9744122.0,242553371.0,37472432.0,1858196055.0,26189323.0,17.29806613775751,9.90400892600392,4.989216895760296,4.355637922919218,9.317171345487548,15.607532578340058,12.23678792134418,9.814110497669196,9.064856005619292,13.512377493441338,13.47517953089283,14.084510339341094,5.8665560169587065,4.378969819559697,14.143091860524262,2.771789846020593,9.913121515362224,20.585563812954604,4.8606405273356685,7.6810883907221,6.8209164048555255,9.34909028712803,8.139156394185818,13.072041361630074,6.046091369857346,8.334563672497314,10.054635407596765
2015,13622802.0,46367211.0,13861293.0,86568184.0,245043690.0,130629849.0,215612863.0,120365980.0,173632450.0,78475994.0,107418319.0,83082555.0,519331213.0,376962822.0,56141890.0,130899505.0,156963668.0,39149686.0,57250867.0,381992601.0,659138952.0,36563333.0,10242905.0,249079642.0,38556530.0,1939901907.0,28930291.0,1.2193155682667074,13.159774959332513,3.4402927579743827,-0.11591274002163919,9.428717548235594,3.6296824122193776,9.208638197912935,-6.536382869516776,5.222019449127747,2.1263962476367753,6.108389707384399,5.234217908157293,0.5220773475095282,8.296450039007947,6.055194486569877,5.068477575681396,1.1737713797433702,3.780638364465521,5.975802638392862,6.756586723922991,-1.7789157987993398,7.4413103918070895,5.118809062530211,2.6906535963996148,2.893054819607118,4.397052279825231,10.465975008212316
2016,13754240.0,49468741.0,14342135.0,89039782.0,258738970.0,138422521.0,235540045.0,109264423.0,181759604.0,85310038.0,123880296.0,91892285.0,544810468.0,401814164.0,59104781.0,138107514.0,167345031.0,41416937.0,59677389.0,408789528.0,640401206.0,39460359.0,11013237.0,256754669.0,38877438.0,2038757382.0,31584816.0,0.9648382175708051,6.689058783371723,3.4689548803275425,2.855088192678271,5.58891355251792,5.965460466849349,9.242111867880535,-9.223168373655081,4.680665394055086,8.708451657203604,15.32511135274794,10.603585794875952,4.906166693277495,6.59251802821022,5.277504907654516,5.5065212049503165,6.613863661748781,5.791236741975402,4.238402188738906,7.015038231067727,-2.8427611421149934,7.923309398516815,7.520639896591836,3.081354597418283,0.8323051892895963,5.095900707313445,9.175590387251894
2017,14272941.0,52851067.0,15481908.0,93240191.0,268724090.0,147921534.0,244722249.0,113399937.0,191948301.0,89542757.0,126845898.0,96396434.0,576375545.0,421497870.0,62396776.0,155232404.0,181609501.0,45365541.0,64305995.0,423270047.0,671605668.0,43516147.0,12104709.0,277270237.0,40711486.0,2120761635.0,34108132.0,3.7712080056767947,6.837299538308445,7.9470246236003215,4.717452026106712,3.8591480827182703,6.862332033383499,3.898362165974792,3.784867833878554,5.60558934756482,4.961572048531967,2.393925503697537,4.901552943209541,5.793772119664926,4.898708846908642,5.5697609301690845,12.39968015063974,8.523987784256349,9.533790487693476,7.756046431589023,3.5422920618455764,4.872642603986602,10.27813254309217,9.910546735714485,7.990338824179279,4.717512506868379,4.022266392460818,7.989015987935469
2018,15331123.0,54413047.0,16795207.0,100109235.0,286239541.0,155903825.0,254817205.0,137020055.0,195681724.0,98179496.0,137442853.0,106969142.0,614875820.0,440029403.0,64373595.0,161349602.0,186351975.0,50378418.0,66969562.0,457293958.0,758859047.0,44913978.0,13369988.0,298227090.0,42017981.0,2210561949.0,35666183.0,7.413902993083206,2.9554370207890033,8.48279811506437,7.3670419658406745,6.518005512643097,5.39630085231539,4.1250666995954255,20.829039790383657,1.9450148714783362,9.645379804421255,8.354196049761105,10.9679451420371,6.679720424293851,4.396589951925498,3.1681428540474594,3.9406707893282387,2.6113578716347003,11.049966316945278,4.142019729264744,8.038346025463031,12.991757389397138,3.212212239286718,10.452783292849087,7.558277161929933,3.209155765033976,4.234342630401271,4.567975167915968
2019,15630017.0,58963729.0,17496661.0,108181091.0,293240504.0,163575327.0,273613711.0,137345595.0,208672492.0,97339938.0,142122028.0,106943246.0,651872684.0,466377036.0,67986074.0,178376984.0,197853378.0,52780785.0,71336780.0,482464177.0,779927917.0,47091336.0,14292227.0,323263857.0,44689483.0,2348338000.0,39355941.0,1.9495897332504606,8.36321847589237,4.176512977779911,8.063048329157645,2.4458406324792143,4.92066310752799,7.376466592983783,0.2375856585373579,6.638723195222871,-0.8551255956742739,3.4044513031172308,-0.024208850810451484,6.016965181684978,5.987698281153271,5.6117403416727,10.553098234478446,6.171870730106295,4.768643191614315,6.52119839159169,5.5041660970294295,2.77638779998626,4.847840465166546,6.897829676436508,8.395202126004046,6.357997067969544,6.232625648076782,10.345256177259001
2020,16476371.0,63202349.0,18469115.0,116019139.0,305320813.0,166914536.0,265847334.0,138445922.0,224126112.0,106915962.0,178649564.0,122627726.0,682786116.0,487930594.0,70292034.0,215935604.0,193307317.0,56391257.0,71577107.0,470941846.0,753823711.0,51598741.0,16024276.0,349275016.0,45409657.0,2377638980.0,43649803.0,5.4149269319412765,7.188520929536189,5.557940455038821,7.245303155613396,4.11959085979473,2.0413891637826285,-2.838445840895744,0.8011374518418302,7.405681435001984,9.837713272428836,25.70153023710019,14.666171625274963,4.742249945236239,4.621487838436368,3.3918122702599356,21.055754592195594,-2.2976918796908286,6.840504551040687,0.33689073154128907,-2.38822518837497,-3.347002387144965,9.571622686602053,12.118818151992688,8.046417326512318,1.6115066714913664,1.2477326517732967,10.910327363281697
2021,21374440.009,76265620.286,20099850.517,131531037.762,352617851.769,194884801.547,286943782.027,186336504.77,269627873.9,124980719.954,233390202.645,142203766.433,857593213.654,549973061.873,77470331.033,262904979.116,220813522.472,64028302.817,80180733.093,581283677.312,949300770.395,58170095.726,18202579.49,428570888.752,51861396.886,2719751231.375,51780764.389,29.727838788043798,20.668964829139497,8.82952711594465,13.370120564332058,15.490931752824855,16.75723769618243,7.935549967561462,34.59154453823494,20.30185661722449,16.89622168297003,30.64135026100596,15.963796338358257,25.602028740432097,12.71542892286849,10.212106016166793,21.75156585849548,14.229262450525864,13.542960776703383,12.020080796224406,23.430033293749826,25.931402334862348,12.735494313708164,13.593771662445144,22.702990228193126,14.2078586631914,14.388738334656678,18.627716118214778
